CVEDIS,ENTIDAD,NOMBRE_ENTIDAD,DISTRITO_FEDERAL,NOMBRE_DISTRITO_FEDERAL,LN_HOMBRES,LN_MUJERES,LN_NO_BINARIO,LN,ID_PERSON_GOBERNANTES,NOMBRE_DIPUTADO_ELECTO_2024,PARTIDO_2024,SKIN_TONE,PHOTO_URL
2405,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,164259,184720,0,348979,5131,David Azuara Zúñiga,PAN,#DEB6AD,2405__DAVID_AZUARA_ZUNIGA__FUERZA_Y_CORAZON_POR_MEXICO.png
2406,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,163313,177372,0,340685,5145,Juan Carlos Valladares Eichelmann,PVEM,#917153,2406__JUAN_CARLOS_VALLADARES_EICHELMANN__SIGAMOS_HACIENDO_HISTORIA.png
2407,24,SAN LUIS POTOSI,7,TAMAZUNCHALE,144607,153123,0,297730,5146,Briceyda García Antonio,MORENA,#DEB6AD,2407__BRICEYDA_GARCIA_ANTONIO__SIGAMOS_HACIENDO_HISTORIA.png
2501,25,SINALOA,1,MAZATLAN,160375,165058,0,325433,5162,Graciela Domínguez Nava,PT,#DEB6AD,2501__GRACIELA_DOMINGUEZ_NAVA__SIGAMOS_HACIENDO_HISTORIA.png
2502,25,SINALOA,2,AHOME,172133,185743,0,357876,1912,Ana Elizabeth Ayala Leyva,MORENA,#DEB6AD,2502__ANA__ELIZABETH_AYALA_LEYVA__MORENA.png
2503,25,SINALOA,3,SALVADOR ALVARADO,170250,171367,0,341617,1913,Jesús Fernando García Hernández,MORENA,#917153,2503__JESUS_FERNANDO_GARCIA_HERNANDEZ__SIGAMOS_HACIENDO_HISTORIA.png
2504,25,SINALOA,4,GUASAVE,158101,165680,0,323781,3916,Felicita Pompa Robles,PVEM,#B29679,2504__FELICITA_POMPA_ROBLES__SIGAMOS_HACIENDO_HISTORIA.png
2505,25,SINALOA,5,CULIACAN,160374,177196,0,337570,5163,Jesús Alfonso Ibarra Ramos,MORENA,#DEB6AD,2505__JESUS_ALFONSO_IBARRA_RAMOS__SIGAMOS_HACIENDO_HISTORIA.png
2506,25,SINALOA,6,MAZATLAN,168081,174804,0,342885,1887,Olegaria Carrazco Macías,MORENA,#917153,2506__OLEGARIA_CARRAZCO_MACÍAS__Morena.jpg
2507,25,SINALOA,7,CULIACAN,159485,173336,0,332821,1915,Merary Villegas Sánchez,MORENA,#785E4B,2507__MERARY_VILLEGAS_SANCHEZ__SIGAMOS_HACIENDO_HISTORIA.png
2601,26,SONORA,1,SAN LUIS RIO COLORADO,160192,161930,0,322122,1920,Manuel De Jesús Baldenebro Arredondo,PVEM,#917153,2601__MANUEL_DE_JESUS_BALDENEBRO_ARREDONDO__SIGAMOS_HACIENDO_HISTORIA.png
2602,26,SONORA,2,NOGALES,187403,187500,0,374903,6859,Jesus Antonio Pujol Irastorza,MORENA,#917153,2602__JESUS_ANTONIO_PUJOL_IRASTORZA__SIGAMOS_HACIENDO_HISTORIA.jpg
2603,26,SONORA,3,HERMOSILLO,163901,168792,1,332694,5178,Diana Karina Barreras Samaniego,PVEM,#DEB6AD,2603__DIANA_KARINA_BARRERAS_SAMANIEGO__SIGAMOS_HACIENDO_HISTORIA.png
2604,26,SONORA,4,GUAYMAS,151086,152333,0,303419,5179,Ramón Ángel Flores Robles,PVEM,#DEB6AD,2604__RAMON_ANGEL_FLORES_ROBLES__SIGAMOS_HACIENDO_HISTORIA.png
2605,26,SONORA,5,HERMOSILLO,170567,178736,1,349304,3941,Jacobo Mendoza Ruiz,PT,#B29679,2605__JACOBO_MENDOZA_RUIZ__SIGAMOS_HACIENDO_HISTORIA.png
2606,26,SONORA,6,CAJEME,159809,171425,0,331234,1952,Eduardo Flores Moreno,PAN,#DEB6AD,2606__EDUARDO_FLORES_MORENO__FUERZA_Y_CORAZÓN_POR_MÉXICO.jpg
2607,26,SONORA,7,NAVOJOA,138324,141261,0,279585,5180,Alma Manuela Higuera Esquer,PVEM,#917153,2607__ALMA_MANUELA_HIGUERA_ESQUER__SIGAMOS_HACIENDO_HISTORIA.png
2701,27,TABASCO,1,MACUSPANA,126196,134992,0,261188,5187,Julio Ernesto Gutiérrez Bocanegra,MORENA,#DEB6AD,2701__JULIO_ERNESTO_GUTIERREZ_BOCANEGRA__MORENA.png
2702,27,TABASCO,2,CARDENAS,153422,165981,0,319403,5188,Ivan Peña Vidal,MORENA,#917153,2702__IVAN_PENA_VIDAL__MORENA.png
2703,27,TABASCO,3,COMALCALCO,126832,136736,1,263569,5189,Rosa Margarita Graniel Zenteno,MORENA,#917153,2703__ROSA_MARGARITA_GRANIEL_ZENTENO__MORENA.png
2704,27,TABASCO,4,CENTRO,155627,172180,0,327807,3721,Jaime Humberto Lastra Bastar,MORENA,#DEB6AD,2704__JAIME_HUMBERTO_LASTRA_BASTAR__MORENA.png
2705,27,TABASCO,5,PARAISO,160210,171599,0,331809,5190,Beatriz Milland Pérez,MORENA,#B29679,2705__BEATRIZ_MILLAND_PEREZ__MORENA.png
2706,27,TABASCO,6,CENTRO,147972,160776,0,308748,5191,Tey Mollinedo Cano,MORENA,#DEB6AD,2706__TEY_MOLLINEDO_CANO__MORENA.png
2801,28,TAMAULIPAS,1,NUEVO LAREDO,167227,173536,0,340763,5225,Carlos Enrique Canturosas Villarreal,MORENA,#DEB6AD,2801__CARLOS_ENRIQUE_CANTUROSAS_VILLARREAL__SIGAMOS_HACIENDO_HISTORIA.png
2802,28,TAMAULIPAS,2,REYNOSA,164835,171055,0,335890,3255,Claudia Alejandra Hernández Sáenz,MORENA,#785E4B,2802__CLAUDIA_ALEJANDRA_HERNANDEZ_SAENZ__SIGAMOS_HACIENDO_HISTORIA.png
2803,28,TAMAULIPAS,3,RIO BRAVO,175685,177591,0,353276,4002,Casandra Prisilla De Los Santos Flores,MORENA,#DEB6AD,2803__CASANDRA_PRISILLA_DE_LOS_SANTOS_FLORES__SIGAMOS_HACIENDO_HISTORIA.png
2804,28,TAMAULIPAS,4,MATAMOROS,173684,184806,1,358491,5227,Mario Alberto López Hernández,PT,#B29679,2804__MARIO_ALBERTO_LOPEZ_HERNANDEZ__SIGAMOS_HACIENDO_HISTORIA.png
2805,28,TAMAULIPAS,5,VICTORIA,170641,183270,0,353911,5228,José Braña Mojica,MORENA,#B29679,2805__JOSE_BRANA_MOJICA__SIGAMOS_HACIENDO_HISTORIA.png
2806,28,TAMAULIPAS,6,EL MANTE,185651,193358,1,379010,5229,Blanca Araceli Narro Panameño,MORENA,#917153,2806__BLANCA_ARACELI_NARRO_PANAMENO__SIGAMOS_HACIENDO_HISTORIA.png
2807,28,TAMAULIPAS,7,REYNOSA,148879,152085,0,300964,3253,Olga Juliana Elizondo Guerra,MORENA,#DEB6AD,2807__OLGA_JULIANA_ELIZONDO_GUERRA__SIGAMOS_HACIENDO_HISTORIA.png
2808,28,TAMAULIPAS,8,TAMPICO,202537,225740,0,428277,5216,Jesús Antonio Nader Nasrallah,PAN,#B29679,2808__JESUS_ANTONIO_NADER_NASRALLAH__FUERZA_Y_CORAZON_POR_MEXICO.png
2901,29,TLAXCALA,1,APIZACO,162795,178657,0,341452,2094,José Alejandro Aguilar López,PVEM,#B29679,2901__JOSÉ_ALEJANDRO_AGUILAR_LÓPEZ__SIGAMOS_HACIENDO_HISTORIA.jpg
2902,29,TLAXCALA,2,TLAXCALA,169232,189572,1,358805,5236,Raymundo Vázquez Conchas,PVEM,#917153,2902__RAYMUNDO_VAZQUEZ_CONCHAS__SIGAMOS_HACIENDO_HISTORIA.png
2903,29,TLAXCALA,3,ZACATELCO,162732,180280,0,343012,2095,Irma Yordana Garay Loredo,MORENA,#B29679,2903__IRMA_YORDANA_GARAY_LOREDO__SIGAMOS_HACIENDO_HISTORIA.png
3001,30,VERACRUZ DE IGNACIO DE LA LLAVE,1,PANUCO,151459,161425,0,312884,3254,María Del Carmen Pinete Vargas,PVEM,#B29679,3001__MARIA_DEL_CARMEN_PINETE_VARGAS__SIGAMOS_HACIENDO_HISTORIA.png
3002,30,VERACRUZ DE IGNACIO DE LA LLAVE,2,ALAMO TEMAPACHE,143665,157702,0,301367,3751,Elizabeth Cervantes De La Cruz,MORENA,#785E4B,3002__ELIZABETH_CERVANTES_DE_LA_CRUZ__SIGAMOS_HACIENDO_HISTORIA.jpg
3003,30,VERACRUZ DE IGNACIO DE LA LLAVE,3,COSOLEACAQUE,155063,173996,0,329059,3773,Magaly Armenta Oliveros,MORENA,#DEB6AD,3003__MAGALY_ARMENTA_OLIVEROS__SIGAMOS_HACIENDO_HISTORIA.png
3004,30,VERACRUZ DE IGNACIO DE LA LLAVE,4,BOCA DEL RIO,143834,167967,0,311801,2208,María Josefina Gamboa Torales,PAN,#B29679,3004__MARIA_JOSEFINA_GAMBOA_TORALES__FUERZA_Y_CORAZON_POR_MEXICO.png
3005,30,VERACRUZ DE IGNACIO DE LA LLAVE,5,POZA RICA DE HIDALGO,163574,185161,0,348735,5280,Francisco Javier Velazquez Vallejo,MORENA,#B29679,3005__FRANCISCO_JAVIER_VELAZQUEZ_VALLEJO__SIGAMOS_HACIENDO_HISTORIA.png
3006,30,VERACRUZ DE IGNACIO DE LA LLAVE,6,PAPANTLA,146483,163411,0,309894,5281,Jaime Humberto Pérez Bernabé,MORENA,#B29679,3006__JAIME_HUMBERTO_PEREZ_BERNABE__SIGAMOS_HACIENDO_HISTORIA.png
3007,30,VERACRUZ DE IGNACIO DE LA LLAVE,7,MARTINEZ DE LA TORRE,155248,171101,0,326349,2150,Monica Herrera Villavicencio,MORENA,#DEB6AD,3007__MONICA_HERRERA_VILLAVICENCIO__SIGAMOS_HACIENDO_HISTORIA.png
3008,30,VERACRUZ DE IGNACIO DE LA LLAVE,8,EMILIANO ZAPATA,160638,170993,1,331632,5255,Jorge Alberto Mier Acolt,MORENA, ,
3009,30,VERACRUZ DE IGNACIO DE LA LLAVE,9,COATEPEC,149329,166280,0,315609,5282,Adrián González Naveda,PVEM,#DEB6AD,3009__ADRIAN_GONZALEZ_NAVEDA__SIGAMOS_HACIENDO_HISTORIA.png
3010,30,VERACRUZ DE IGNACIO DE LA LLAVE,10,XALAPA,179786,214691,1,394478,3758,Ana Miriam Ferráez Centeno,PT,#785E4B,3010__ANA_MIRIAM_FERRÁEZ_CENTENO__SIGAMOS_HACIENDO_HISTORIA.jpg
3011,30,VERACRUZ DE IGNACIO DE LA LLAVE,11,COATZACOALCOS,150490,167258,0,317748,5274,Roberto Ramos Alor,MORENA,#B29679,3011__ROBERTO_RAMOS_ALOR__SIGAMOS_HACIENDO_HISTORIA.png
3012,30,VERACRUZ DE IGNACIO DE LA LLAVE,12,VERACRUZ,138663,158616,2,297281,2219,Rosa Hernández Espejo,MORENA,#917153,3012__ROSA_HERNÁNDEZ_ESPEJO__SIGAMOS_HACIENDO_HISTORIA.jpg
3013,30,VERACRUZ DE IGNACIO DE LA LLAVE,13,HUATUSCO,139782,151089,0,290871,5275,Blanca Estela Hernández Rodríguez,MORENA,#DEB6AD,3013__BLANCA_ESTELA_HERNANDEZ_RODRIGUEZ__SIGAMOS_HACIENDO_HISTORIA.png
3014,30,VERACRUZ DE IGNACIO DE LA LLAVE,14,MINATITLAN,141528,154912,0,296440,5276,Jessica Ramírez Cisneros,MORENA,#DEB6AD,3014__JESSICA_RAMIREZ_CISNEROS__SIGAMOS_HACIENDO_HISTORIA.png
3015,30,VERACRUZ DE IGNACIO DE LA LLAVE,15,ORIZABA,138058,160523,0,298581,2225,Dulce María Corina Villegas Guarneros,PT,#DEB6AD,3015__DULCE_MARÍA_CORINA_VILLEGAS_GUARNEROS__SIGAMOS_HACIENDO_HISTORIA.jpg
3016,30,VERACRUZ DE IGNACIO DE LA LLAVE,16,CORDOBA,155230,179471,0,334701,5277,Zenyazen Roberto Escobar García,PVEM, ,
3017,30,VERACRUZ DE IGNACIO DE LA LLAVE,17,COSAMALOAPAN,156643,174892,0,331535,3770,Margarita Corro Mendoza,PVEM,#B29679,3017__MARGARITA_CORRO_MENDOZA__SIGAMOS_HACIENDO_HISTORIA.png
3018,30,VERACRUZ DE IGNACIO DE LA LLAVE,18,ZONGOLICA,143179,162140,0,305319,5278,Benito Aguas Atlahua,MORENA, ,
3019,30,VERACRUZ DE IGNACIO DE LA LLAVE,19,SAN ANDRES TUXTLA,154887,173430,0,328317,2228,Paola Tenorio Adame,PT,#B29679,3019__PAOLA_TENORIO_ADAME__SIGAMOS_HACIENDO_HISTORIA.png
3101,31,YUCATAN,1,VALLADOLID,135339,139885,0,275224,5293,Rocío Natalí Barrera Puc,MORENA,#DBBE95,3101__ROCIO_NATALI_BARRERA_PUC__SIGAMOS_HACIENDO_HISTORIA.png
3102,31,YUCATAN,2,PROGRESO,154177,156633,0,310810,5294,Jorge Luis Sánchez Reyes,MORENA,#DEB6AD,3102__JORGE_LUIS_SANCHEZ_REYES__SIGAMOS_HACIENDO_HISTORIA.png
3103,31,YUCATAN,3,MERIDA,143990,154880,0,298870,2262,Oscar Ivan Brito Zapata,PVEM,#B29679,3103__OSCAR_IVAN_BRITO_ZAPATA__SIGAMOS_HACIENDO_HISTORIA.jpg
3104,31,YUCATAN,4,MERIDA,136432,151382,0,287814,5285,María Isabel Rodríguez Heredia,PAN,#917153,3104__MARIA_ISABEL_RODRIGUEZ_HEREDIA__FUERZA_Y_CORAZON_POR_MEXICO.png
3105,31,YUCATAN,5,UMAN,152031,158151,0,310182,5295,Jazmin Yaneli Villanueva Moo,MORENA,#DEB6AD,3105__JAZMIN_YANELI_VILLANUEVA_MOO__SIGAMOS_HACIENDO_HISTORIA.png
3106,31,YUCATAN,6,MERIDA,137237,147097,0,284334,5296,Jessica Saidén Quiroz,MORENA,#917153,3106__JESSICA_SAIDEN_QUIROZ__SIGAMOS_HACIENDO_HISTORIA.png
3201,32,ZACATECAS,1,FRESNILLO,153827,164426,0,318253,5304,María Soledad Luevano Cantu,PVEM,#917153,3201__MARIA_SOLEDAD_LUEVANO_CANTU__SIGAMOS_HACIENDO_HISTORIA.png
3202,32,ZACATECAS,2,JEREZ,167167,177822,0,344989,2490,Julia Arcelia Olguin Serna,MORENA,#B29679,3202__JULIA_ARCELIA_OLGUIN_SERNA__SIGAMOS_HACIENDO_HISTORIA.png
3203,32,ZACATECAS,3,ZACATECAS,154063,165378,0,319441,6805,Ulises Mejía Haro,PVEM,#917153,3203__ULISES_MEJÍA_HARO__SIGAMOS_HACIENDO_HISTORIA.jpg
3204,32,ZACATECAS,4,GUADALUPE,135538,148459,0,283997,6807,Ana Luisa Del Muro García,PVEM,#B29679,3204__ANA_LUISA_DEL_MURO_GARCÍA__SIGAMOS_HACIENDO_HISTORIA.jpg
